uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF,publicationDate,release
7a26fea6-3fda-410f-a459-4ad9ebdea794,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,NA,41,8.9,220.5,NA,NEON.PLA.D03.DSNY.00182,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
41d809d4-6559-403d-a430-68646d62d5bd,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,NA,41,6.8,255.4,NA,NEON.PLA.D03.DSNY.00156,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,tag lost not found fate unknown 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
4e26863f-5f38-4dac-bd86-840c0d530e25,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,4,41,0.7,234.5,NA,NEON.PLA.D03.DSNY.00148,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,NA,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
f510455c-4ecf-417b-9892-0707d047faed,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,NA,41,6.9,232.9,NA,NEON.PLA.D03.DSNY.00153,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
bad7208e-172d-40d2-8677-e99350dd6af6,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,8.6,127,NA,NEON.PLA.D03.DSNY.00173,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
4929b78a-f6b6-48e5-8e98-0b2a1d2e12f9,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,NA,41,6.9,257.9,NA,NEON.PLA.D03.DSNY.00157,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
9999df20-0023-45ed-b8c8-8a6d38e3d585,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,1.6,118.2,NA,NEON.PLA.D03.DSNY.00177,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on shrub; however; not located in nested subplots,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
e72c6b45-c9f1-4ef7-b832-5ec8401c8647,DSNY_010.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_010,32,NA,41,7.7,113.2,NA,NEON.PLA.D03.DSNY.00195,NA,NA,NEON.DOC.000987vD,PIPA2,Pinus palustris Mill.,species,NA,NA,NA,NA,NA,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
e641c15e-ff67-4fbd-81f8-14c23f92fc9e,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,NA,41,6,265.1,NA,NEON.PLA.D03.DSNY.00160,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
77958b49-c02b-4b24-84bd-1837c2f279bc,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,NA,41,6.3,225.6,NA,NEON.PLA.D03.DSNY.00152,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
d1ca2f58-5a01-467e-8683-cf5e71805c9b,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,11,120.9,NA,NEON.PLA.D03.DSNY.00168,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
01e38450-e51a-42b2-b703-80280dacc73d,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,13.1,131,NA,NEON.PLA.D03.DSNY.00169,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,no transcription errors. Tag found on the ground; inside of nested subplots 20180117. However no plants neat it,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
027ca9da-3962-49fe-a0d3-ea8cf6faa18a,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,8.6,124,NA,NEON.PLA.D03.DSNY.00170,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
58e3edbf-7cc3-4179-93dd-e97c90771a0a,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,NA,41,9.3,218.9,NA,NEON.PLA.D03.DSNY.00184,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,tag lost not found fate unknown 20170117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
0f9d42cf-c0ed-4385-9931-111810216ea0,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,7.9,125.2,NA,NEON.PLA.D03.DSNY.00172,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,tag lost not found fate unknown 20170117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
81579d79-144a-48ce-9d36-e87fdedfd5a3,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,NA,41,7.1,261.2,NA,NEON.PLA.D03.DSNY.00159,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
9676bd63-bd73-4099-b994-758407223434,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,4.4,137.6,NA,NEON.PLA.D03.DSNY.00174,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,tag not found lost fate unknown 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
4d22ec2a-8061-4112-9913-4b2d647f4b35,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,41,NA,41,4.7,64.5,NA,NEON.PLA.D03.DSNY.00164,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on ground outside of the nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
ec28f04a-b2ed-451e-a95d-d73246dc256a,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,NA,41,4.1,246.8,NA,NEON.PLA.D03.DSNY.00151,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,no transcription errors. Tag lost not found; fate unknown 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
f4bc8649-5d5b-4dea-8266-cec69d219932,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,41,NA,41,5.3,76,NA,NEON.PLA.D03.DSNY.00163,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on ground outside of the nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
dd545d67-39d1-4c52-adc4-3f3343630119,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,2.1,120.1,NA,NEON.PLA.D03.DSNY.00176,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
9f2884bf-a58e-478c-bc81-4f607d489028,DSNY_010.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_010,41,NA,41,6.5,29.9,NA,NEON.PLA.D03.DSNY.00193,NA,NA,NEON.DOC.000987vD,PIPA2,Pinus palustris Mill.,species,NA,NA,NA,NA,no transcription errors,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
1c6afed8-1eab-442f-9f24-4961990a39d6,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,1.7,121.1,NA,NEON.PLA.D03.DSNY.00178,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
40b3e993-cfba-4db7-bc76-9243f3a07a16,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,41,NA,41,0.1,14,NA,NEON.PLA.D03.DSNY.00147,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,tag lost not found fate unknown 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
49f787b4-30d0-4144-950b-3d63627f856a,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,10.1,133.6,NA,NEON.PLA.D03.DSNY.00166,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the shrub; however; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
753a774f-9044-4acc-8db5-25939216a3d0,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,4.2,159.4,NA,NEON.PLA.D03.DSNY.00179,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
fbe73b7e-c6bd-420b-85f9-e961e7ae2f8a,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,3.3,144.3,NA,NEON.PLA.D03.DSNY.00175,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,no transcription errors. Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
7f23426b-d5b2-4e0a-b3c5-1c26390f0da7,DSNY_010.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_010,41,NA,41,7.9,32.1,NA,NEON.PLA.D03.DSNY.00194,NA,NA,NEON.DOC.000987vD,PIPA2,Pinus palustris Mill.,species,NA,NA,NA,NA,NA,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
e06bea12-5c6c-4de2-80c7-8bc8bc420ae1,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,9,123.7,NA,NEON.PLA.D03.DSNY.00167,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; inside of nested subplots 20180117. However no plants near it,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
269c2b49-fd25-4e3e-a50f-3ca49062a7d5,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,NA,41,9.9,230.1,NA,NEON.PLA.D03.DSNY.00154,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; inside of nested subplots 20180117. However no plants were near it.,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
cf9429fe-3d39-4b8c-a64d-05eea000f060,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,31,NA,41,7,257.9,NA,NEON.PLA.D03.DSNY.00158,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,Tag found on the ground; outside of nested subplots 20180117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
ccf279d1-42e2-4992-9cec-7021522c36e7,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,41,NA,41,5.2,36.2,NA,NEON.PLA.D03.DSNY.00146,NA,NA,NEON.DOC.000987vC,PIPA2,Pinus palustris Mill.,species,NA,NA,NA,NA,no transcription errors,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
e89d5ef8-5ace-4b12-aba8-d2124951951a,DSNY_015.basePlot.vst,2014-08-13T00:00:00Z,vst_DSNY_2014,D03,DSNY,DSNY_015,32,NA,41,8.3,123.5,NA,NEON.PLA.D03.DSNY.00171,NA,NA,NEON.DOC.000987vC,QUCH,Quercus chapmanii Sarg.,species,NA,NA,NA,NA,tag lost not found fate unknown 20170117,jkilmer@field-ops.org,tantony@field-ops.org,NA,20210114T174429Z,RELEASE-2021
