uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,groupID,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,volumePercent,livePercent,deadPercent,canopyArea,meanHeight,remarks,measuredBy,recordedBy,dataQF,publicationDate,release
59012f2d-14b5-446e-b982-ab29098fbd91,SCBI_051.basePlot.vst,2017-11-02T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_051,39,1,39_01,BETH,Berberis thunbergii DC.,species,NA,NA,95,100,0,2.8,1.64,NA,gchapman@neoninc.org,jporta@BattelleEcology.org,NA,20210114T175131Z,RELEASE-2021
94508b0b-e71e-41c1-a7d2-edd1adf5bd53,SCBI_051.basePlot.vst,2017-11-02T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_051,39,1,39_02,LIBE3,Lindera benzoin (L.) Blume,species,NA,NA,7,100,0,5.3,1.7,Some ROMU may not be in nested subplot or may not qualify at ddh,gchapman@neoninc.org,jporta@BattelleEcology.org,NA,20210114T175131Z,RELEASE-2021
32130a22-b91d-4c51-8cc2-7981f8728636,SCBI_051.basePlot.vst,2017-11-02T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_051,39,1,39_01,LIBE3,Lindera benzoin (L.) Blume,species,NA,NA,5,100,0,2.8,1.64,NA,gchapman@neoninc.org,jporta@BattelleEcology.org,NA,20210114T175131Z,RELEASE-2021
dcd46ae1-6580-4fdd-bded-deb89ca046ee,SCBI_013.basePlot.vst,2018-01-09T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,ACNEN,Acer negundo L. var. negundo,variety,NA,NA,13,100,0,40.5,3.84,NA,imatlock@field-ops.org,llemmon@field-ops.org,NA,20210114T175345Z,RELEASE-2021
25518cdf-46bf-4986-950a-78d71494557c,SCBI_013.basePlot.vst,2018-01-09T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,SYOR,Symphoricarpos orbiculatus Moench,species,NA,NA,20,100,0,40.5,3.84,NA,imatlock@field-ops.org,llemmon@field-ops.org,NA,20210114T175345Z,RELEASE-2021
621386d9-08ab-4daf-9442-0d034fff4ef9,SCBI_013.basePlot.vst,2018-01-09T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,RUOC,Rubus occidentalis L.,species,NA,NA,5,100,0,40.5,3.84,NA,imatlock@field-ops.org,llemmon@field-ops.org,NA,20210114T175345Z,RELEASE-2021
540f5a6d-86d2-4cd2-91c6-fef57244f82e,SCBI_013.basePlot.vst,2018-01-09T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,ROMU,Rosa multiflora Thunb.,species,NA,NA,4,100,0,40.5,3.84,NA,imatlock@field-ops.org,llemmon@field-ops.org,NA,20210114T175345Z,RELEASE-2021
9af14c07-6a5d-43a9-9795-caa2a688135b,SCBI_013.basePlot.vst,2018-01-09T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,VITIS,Vitis sp.,genus,NA,NA,12,100,0,40.5,3.84,NA,imatlock@field-ops.org,llemmon@field-ops.org,NA,20210114T175345Z,RELEASE-2021
086fb69c-d99b-4756-9b02-0f5425a06441,SCBI_013.basePlot.vst,2018-01-09T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,LOJA,Lonicera japonica Thunb.,species,NA,NA,46,100,0,40.5,3.84,NA,imatlock@field-ops.org,llemmon@field-ops.org,NA,20210114T175345Z,RELEASE-2021
3773d21c-63d4-498d-ba28-44e7de6c4ab0,SCBI_016.basePlot.vst,2018-01-22T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_016,40,3,40_02,BETH,Berberis thunbergii DC.,species,NA,NA,100,100,0,4.5,2.08,NA,llemmon@field-ops.org,imatlock@field-ops.org,NA,20210114T175345Z,RELEASE-2021
64863a15-a055-4d17-9a3e-200674dbea0c,SCBI_016.basePlot.vst,2018-01-22T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_016,41,1,41_01,BETH,Berberis thunbergii DC.,species,NA,NA,100,100,0,7.1,1.66,NA,llemmon@field-ops.org,imatlock@field-ops.org,NA,20210114T175345Z,RELEASE-2021
b5e08e3d-a829-41d2-99eb-32124c51cedd,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,40,NA,40_19,ACNEN,Acer negundo L. var. negundo,variety,NA,NA,3,100,0,33,2.04,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
da5d2b1d-8421-48da-b211-a4510e6521d6,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,41,NA,41_15,LOJA,Lonicera japonica Thunb.,species,NA,NA,1,100,0,8,1.62,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
2d391777-1312-4fc5-b1a1-92dabfc54871,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,32,NA,32_10,LOJA,Lonicera japonica Thunb.,species,NA,NA,1,100,0,13,1.56,NA,imatlock@field-ops.org,alandes@field-ops.org,NA,20210114T175345Z,RELEASE-2021
e39738a0-f677-44b5-ad46-a17d617fb4cd,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,31,NA,31_06,BETH,Berberis thunbergii DC.,species,NA,NA,100,100,0,10,1.74,NA,imatlock@field-ops.org,alandes@field-ops.org,NA,20210114T175345Z,RELEASE-2021
bede88d9-ee6c-44a1-a36a-fb315accc46a,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,32,NA,32_10,BETH,Berberis thunbergii DC.,species,NA,NA,99,100,0,13,1.56,NA,imatlock@field-ops.org,alandes@field-ops.org,NA,20210114T175345Z,RELEASE-2021
12edace6-eeac-40bb-bf51-d73a204e13cc,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,40,NA,40_03,BETH,Berberis thunbergii DC.,species,NA,NA,100,100,0,14,1.74,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
0b5d5a96-37bc-4369-b99e-e13ab8d85e21,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,40,NA,40_01,BETH,Berberis thunbergii DC.,species,NA,NA,100,100,0,14,2,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
797537b4-bd19-47e8-be26-1fa85705e306,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,40,NA,40_19,BETH,Berberis thunbergii DC.,species,NA,NA,77,100,0,33,2.04,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
96ab4bc2-5b55-46ba-aca2-9a858cc23acc,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,32,NA,32_12,RUPH,Rubus phoenicolasius Maxim.,species,NA,NA,5,100,0,7,1.38,contains former shrub groups 32_11 and 32_12; now combined as one shrub group,imatlock@field-ops.org,alandes@field-ops.org,NA,20210114T175345Z,RELEASE-2021
7c80f489-7d72-42f4-bf51-41de7901c3eb,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,40,NA,40_04,SYOR,Symphoricarpos orbiculatus Moench,species,NA,NA,10,100,0,2,1.32,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
6e35cc86-9288-4bea-863d-d88ad8da383c,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,41,NA,41_15,BETH,Berberis thunbergii DC.,species,NA,NA,99,100,0,8,1.62,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
30e06306-6e24-4784-bb98-8fe6fbcb6062,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,40,NA,40_19,ROMU,Rosa multiflora Thunb.,species,NA,NA,20,100,0,33,2.04,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
85679f5c-716c-4018-8d65-5f69dca8f9b5,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,40,NA,40_04,BETH,Berberis thunbergii DC.,species,NA,NA,90,100,0,2,1.32,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
6db52626-9bfc-4848-9287-df9ce0df224e,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,40,NA,40_02,BETH,Berberis thunbergii DC.,species,NA,NA,100,100,0,9,1.92,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
be701262-9148-4f7f-b880-198e4f5b46df,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,41,NA,41_13,BETH,Berberis thunbergii DC.,species,NA,NA,100,100,0,5,1.38,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
9f07ad12-c1c1-45df-bde8-e1aba8a5a309,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,32,NA,32_09,ROMU,Rosa multiflora Thunb.,species,NA,NA,13,100,0,28,2.28,shrub group is in subplots 32 and 31,imatlock@field-ops.org,alandes@field-ops.org,NA,20210114T175345Z,RELEASE-2021
8950d560-ac53-49c5-89f2-4fc1fa869e80,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,32,NA,32_09,RUPH,Rubus phoenicolasius Maxim.,species,NA,NA,2,100,0,28,2.28,shrub group is in subplots 32 and 31,imatlock@field-ops.org,alandes@field-ops.org,NA,20210114T175345Z,RELEASE-2021
5ca3a7c5-863e-4369-a686-2585b2f654dc,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,32,NA,32_12,ROMU,Rosa multiflora Thunb.,species,NA,NA,5,100,0,7,1.38,contains former shrub groups 32_11 and 32_12; now combined as one shrub group,imatlock@field-ops.org,alandes@field-ops.org,NA,20210114T175345Z,RELEASE-2021
ae091793-534a-4735-845f-5d46a0cb5235,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,32,NA,32_12,BETH,Berberis thunbergii DC.,species,NA,NA,90,100,0,7,1.38,contains former shrub groups 32_11 and 32_12; now combined as one shrub group,imatlock@field-ops.org,alandes@field-ops.org,NA,20210114T175345Z,RELEASE-2021
967180c0-0723-42cb-82a7-d5877136ea65,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,32,NA,32_09,BETH,Berberis thunbergii DC.,species,NA,NA,82,100,0,28,2.28,shrub group is in subplots 32 and 31,imatlock@field-ops.org,alandes@field-ops.org,NA,20210114T175345Z,RELEASE-2021
d2547cd5-1664-4245-8692-fa59aa2f26ed,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,32,NA,32_09,ACNEN,Acer negundo L. var. negundo,variety,NA,NA,3,100,0,28,2.28,shrub group is in subplots 32 and 31,imatlock@field-ops.org,alandes@field-ops.org,NA,20210114T175345Z,RELEASE-2021
3a2ce8cc-a891-44f2-b582-ac017ccf9aba,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,31,NA,31_05,BETH,Berberis thunbergii DC.,species,NA,NA,100,100,0,4,1.34,NA,imatlock@field-ops.org,alandes@field-ops.org,NA,20210114T175345Z,RELEASE-2021
d638f1a9-3bb9-4294-8bf7-bbe7fecf5d44,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,41,NA,41_18,BETH,Berberis thunbergii DC.,species,NA,NA,100,100,0,40.5,2.04,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
bdd756c6-c4e9-46f2-b906-ef1a12cc56a0,SCBI_005.basePlot.vst,2018-01-26T00:00:00Z,vst_SCBI_2017,D02,SCBI,SCBI_005,41,NA,41_14,BETH,Berberis thunbergii DC.,species,NA,NA,100,100,0,5,1.5,NA,llemmon@field-ops.org,jward@battelleecology.org,NA,20210114T175345Z,RELEASE-2021
93dd2637-38d7-4ed3-b70b-d286aa1d3bbd,SCBI_051.basePlot.vst,2018-10-04T00:00:00Z,vst_SCBI_2018,D02,SCBI,SCBI_051,39,1,39_01,LIBE3,Lindera benzoin (L.) Blume,species,NA,NA,5,100,0,6,1.62,NA,jporta@BattelleEcology.org,llemmon@field-ops.org,NA,20210114T175125Z,RELEASE-2021
71ac80fd-f246-4c8d-99d9-fb5844638441,SCBI_051.basePlot.vst,2018-10-04T00:00:00Z,vst_SCBI_2018,D02,SCBI,SCBI_051,39,1,39_01,BETH,Berberis thunbergii DC.,species,NA,NA,95,100,0,6,1.62,NA,jporta@BattelleEcology.org,llemmon@field-ops.org,NA,20210114T175125Z,RELEASE-2021
ebff2aa0-846a-4151-95f4-ec240a600502,SCBI_051.basePlot.vst,2020-10-01T00:00:00Z,vst_SCBI_2020,D02,SCBI,SCBI_051,39,1,39_01,LIBE3,Lindera benzoin (L.) Blume,species,NA,NA,10,100,0,11,1.8,NA,0000-0003-4806-3126,0000-0001-8122-5196,NA,20210504T165005Z,PROVISIONAL
031428e9-b0b5-4ffb-955f-28ea21a2e07d,SCBI_051.basePlot.vst,2020-10-01T00:00:00Z,vst_SCBI_2020,D02,SCBI,SCBI_051,39,1,39_01,BETH,Berberis thunbergii DC.,species,NA,NA,90,100,0,11,1.8,NA,0000-0003-4806-3126,0000-0001-8122-5196,NA,20210504T165005Z,PROVISIONAL
aa1d6ce8-6098-4770-9ad5-f50a5a316112,JERC_051.basePlot.vst,2015-09-01T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_051,39,1,39 _0,QUMA13,Quercus margaretta,species,NA,NA,20,100,NA,6,1.56,NA,jshaffer@field-ops.org,dbyerley@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
e6b40adb-4552-4d03-a746-914eb47701cc,JERC_051.basePlot.vst,2015-09-01T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_051,39,1,39 _0,PRAM,Prunus americana Marshall,species,NA,NA,40,1,NA,6,1.56,NA,jshaffer@field-ops.org,dbyerley@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
7bfe0236-66f9-4cbd-a732-0aa7235800af,JERC_060.basePlot.vst,2015-09-02T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_060,23,NA,23 _0,QUHE2,Quercus hemisphaerica W. Bartram ex Willd.,species,NA,NA,10,100,0,6,3.12,NA,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
d33cd5f7-08fc-4017-a3d3-d46d85df15e7,JERC_060.basePlot.vst,2015-09-02T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_060,23,NA,23 _0,SASSA,Sassafras sp.,genus,NA,NA,15,100,0,6,3.12,NA,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
58a5e5ba-77fe-4f54-9405-1d158fa546c8,JERC_060.basePlot.vst,2015-09-02T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_060,23,NA,23 _0,VAAR,Vaccinium arboreum Marshall,species,NA,NA,30,100,0,6,1.9,NA,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
e0eaee8d-2e40-4c8f-9e83-8b303315c6e8,JERC_060.basePlot.vst,2015-09-02T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_060,23,NA,23 _0,QUFA,Quercus falcata Michx.,species,NA,NA,10,100,0,6,1.9,NA,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
141deb36-6954-40d0-b9d0-c0979503e873,JERC_060.basePlot.vst,2015-09-02T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_060,23,NA,23 _0,SASSA,Sassafras sp.,genus,NA,NA,10,100,0,6,1.9,NA,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
e64833e5-4b5d-4f28-a62e-c849a22f50bd,JERC_060.basePlot.vst,2015-09-02T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_060,23,NA,23 _0,VAAR,Vaccinium arboreum Marshall,species,NA,NA,15,100,0,6,3.12,NA,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
06a83ed5-40e7-4046-ab65-1449c566a412,JERC_060.basePlot.vst,2015-09-02T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_060,23,NA,23 _0,QUNI,Quercus nigra L.,species,NA,NA,60,100,0,6,3.12,NA,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
1e802a4c-f49d-4cca-8bea-cc9a971e8ba2,JERC_066.basePlot.vst,2015-09-17T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_066,39,NA,39 _0,RHCO,Rhus copallinum L.,species,NA,NA,2,100,0,9.8,1.56,NA,ecayia@field-ops.org,smatlick@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
c4f0cd74-49d6-4972-bacb-522195063ddc,JERC_066.basePlot.vst,2015-09-17T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_066,39,NA,39 _0,SASSA,Sassafras sp.,genus,NA,NA,15,75,25,9.8,1.56,NA,ecayia@field-ops.org,smatlick@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
f2c05189-a92e-4ff3-9d57-32c59a9eb45d,JERC_066.basePlot.vst,2015-09-17T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_066,39,NA,39 _0,PRSE2,Prunus serotina Ehrh.,species,NA,cf. species,30,80,20,9.8,1.56,NA,ecayia@field-ops.org,smatlick@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
84f27a74-258a-4cf5-b5d9-898c42ef0562,JERC_066.basePlot.vst,2015-09-17T00:00:00Z,vst_JERC_2015,D03,JERC,JERC_066,39,NA,39 _0,RUBUS,Rubus sp.,genus,NA,NA,2,100,0,9.8,1.56,NA,ecayia@field-ops.org,smatlick@field-ops.org,legacyData,20201217T045824Z,RELEASE-2021
c1650fc4-3fb7-458b-9963-9b9e95a7d74e,ABBY_063.basePlot.vst,2015-07-23T00:00:00Z,vst_ABBY_2015,D16,ABBY,ABBY_063,39,NA,39 _0,SPDOD,Spiraea douglasii Hook. var. douglasii,variety,NA,NA,100,95,5,1,0.92,NA,shiebert@neoninc.org,kzias@field-ops.org,legacyData,20201217T051217Z,RELEASE-2021
18cfe7d3-12f0-4142-9661-79f27906219c,ABBY_063.basePlot.vst,2015-07-23T00:00:00Z,vst_ABBY_2015,D16,ABBY,ABBY_063,21,NA,21 _0,ACCI,Acer circinatum Pursh,species,NA,NA,100,100,0,1,0.88,NA,shiebert@neoninc.org,kzias@field-ops.org,legacyData,20201217T051217Z,RELEASE-2021
e03aea50-138c-4388-99f4-b1fff1d43075,ABBY_063.basePlot.vst,2015-07-23T00:00:00Z,vst_ABBY_2015,D16,ABBY,ABBY_063,21,NA,21 _0,ACCI,Acer circinatum Pursh,species,NA,NA,100,90,10,1,0.96,NA,shiebert@neoninc.org,kzias@field-ops.org,legacyData,20201217T051217Z,RELEASE-2021
6a46ce9c-0fda-4e70-b633-b04e50c770db,ABBY_063.basePlot.vst,2015-07-23T00:00:00Z,vst_ABBY_2015,D16,ABBY,ABBY_063,21,NA,21 _0,ACCI,Acer circinatum Pursh,species,NA,NA,100,100,0,1,0.56,NA,shiebert@neoninc.org,kzias@field-ops.org,legacyData,20201217T051217Z,RELEASE-2021
16e6408f-0390-4adf-81b5-19867f6d1da6,ABBY_063.basePlot.vst,2015-07-23T00:00:00Z,vst_ABBY_2015,D16,ABBY,ABBY_063,39,NA,39 _0,ACCI,Acer circinatum Pursh,species,NA,NA,100,95,5,1,2.74,NA,shiebert@neoninc.org,kzias@field-ops.org,legacyData,20201217T051217Z,RELEASE-2021
d46552e1-f10b-45bb-91b7-339a0c91fdbf,ABBY_068.basePlot.vst,2015-07-25T00:00:00Z,vst_ABBY_2015,D16,ABBY,ABBY_068,39,1,39 _0,HODI,Holodiscus discolor (Pursh) Maxim.,species,NA,NA,100,100,0,1,1.06,NA,krian@neoninc.org,emccarthy@field-ops.org,legacyData,20201217T051217Z,RELEASE-2021
377756eb-2c63-4b24-adaf-1f982d219937,ABBY_068.basePlot.vst,2015-07-25T00:00:00Z,vst_ABBY_2015,D16,ABBY,ABBY_068,21,4,21 _0,COCOC,Corylus cornuta Marshall var. californica (A. DC.) Sharp,variety,NA,NA,100,100,0,1,0.9,NA,shiebert@neoninc.org,lwade@field-ops.org,legacyData,20201217T051217Z,RELEASE-2021
cf67a97e-5969-4294-8a9c-4b91829ac0ee,ABBY_068.basePlot.vst,2015-07-25T00:00:00Z,vst_ABBY_2015,D16,ABBY,ABBY_068,21,1,21 _0,GASH,Gaultheria shallon Pursh,species,NA,NA,100,100,0,1,1.22,NA,shiebert@neoninc.org,lwade@field-ops.org,legacyData,20201217T051217Z,RELEASE-2021
f43a3ed4-0070-4dc1-8624-1c8f626465f8,ABBY_065.basePlot.vst,2015-07-27T00:00:00Z,vst_ABBY_2015,D16,ABBY,ABBY_065,23,4,23 _0,GASH,Gaultheria shallon Pursh,species,NA,NA,65,95,5,3,0.78,NA,shiebert@neoninc.org,krian@neoninc.org,legacyData,20201217T051217Z,RELEASE-2021
7c1b5838-6bdf-48a0-a2fd-65269ea27e95,ABBY_065.basePlot.vst,2015-07-27T00:00:00Z,vst_ABBY_2015,D16,ABBY,ABBY_065,23,4,23 _0,GASH,Gaultheria shallon Pursh,species,NA,NA,100,90,10,3,0.7,NA,shiebert@neoninc.org,krian@neoninc.org,legacyData,20201217T051217Z,RELEASE-2021
cd81b832-5196-4c7a-a6f0-06891fb748e7,ABBY_065.basePlot.vst,2015-07-27T00:00:00Z,vst_ABBY_2015,D16,ABBY,ABBY_065,23,4,23 _0,GASH,Gaultheria shallon Pursh,species,NA,NA,100,80,20,3,0.64,NA,shiebert@neoninc.org,krian@neoninc.org,legacyData,20201217T051217Z,RELEASE-2021
